Increments,Abscissas in µm,Raw data,Smoothed data,Raw - Smoothed data,Smoothed data*Gain + Offset
2176,14158.158,39372,32802.709,6569.291,38987.468
2177,14164.665,39212,32776.267,6435.733,38953.622
2178,14171.171,39101,32775.243,6325.757,38952.312
2179,14177.678,39051,32819.151,6231.849,39008.514
2180,14184.184,39070,32925.498,6144.502,39144.638
2181,14190.691,39170,33110.803,6059.197,39381.828
2182,14197.197,39374,33391.480,5982.520,39741.094
2183,14203.704,39729,33784.383,5944.617,40244.010
2184,14210.210,40276,34301.761,5974.239,40906.254
2185,14216.717,41048,34949.041,6098.959,41734.773
2186,14223.223,42048,35720.945,6327.055,42722.810
2187,14229.730,43255,36602.085,6652.915,43850.669
2188,14236.236,44634,37568.856,7065.144,45088.135
2189,14242.743,46145,38591.532,7553.468,46397.161
2190,14249.249,47733,39625.149,8107.851,47720.191
2191,14255.756,49323,40631.020,8691.980,49007.705
2192,14262.262,50821,41558.960,9262.040,50195.468
2193,14268.769,52122,42356.352,9765.648,51216.131
2194,14275.275,53144,42976.001,10167.999,52009.281
2195,14281.782,53845,43381.550,10463.450,52528.385
2196,14288.288,54223,43549.010,10673.990,52742.733
2197,14294.795,53871,43421.651,10449.349,52579.713
2198,14301.301,53504,43080.124,10423.876,52142.558
2199,14307.808,52741,42488.852,10252.148,51385.731
2200,14314.314,51552,41657.667,9894.333,50321.814
2201,14320.821,49970,40614.555,9355.445,48986.631
2202,14327.327,48096,39404.827,8691.173,47438.178
2203,14333.834,46063,38083.610,7979.390,45747.021
2204,14340.340,44004,36707.777,7296.223,43985.955
2205,14346.847,42017,35335.241,6681.759,42229.108
2206,14353.353,40171,33994.799,6176.201,40513.342
2207,14359.860,38505,32728.337,5776.663,38892.272
2208,14366.366,37039,31562.507,5476.493,37400.009
2209,14372.873,35777,30514.997,5262.003,36059.196
2210,14379.379,34717,29595.204,5121.796,34881.861
2211,14385.886,33851,28804.771,5046.229,33870.107
2212,14392.392,33164,28138.518,5025.482,33017.303
2213,14398.899,32252,27547.797,4704.203,32261.181
2214,14405.405,31885,27115.551,4769.449,31707.906
2215,14411.912,31626,26784.550,4841.450,31284.224
2216,14418.418,31451,26538.950,4912.050,30969.856
2217,14424.925,31340,26364.076,4975.924,30746.018
2218,14431.431,31281,26243.956,5037.044,30592.264
2219,14437.938,31264,26170.444,5093.556,30498.168
2220,14444.444,31277,26133.691,5143.309,30451.125
2221,14450.951,31315,26132.574,5182.426,30449.695
2222,14457.457,31369,26152.555,5216.445,30475.270
2223,14463.964,31436,26189.871,5246.129,30523.034
2224,14470.470,31510,26241.972,5268.028,30589.724
2225,14476.977,31431,26292.482,5138.518,30654.376
2226,14483.483,31540,26383.858,5156.142,30771.338
2227,14489.990,31666,26501.126,5164.874,30921.442
2228,14496.496,31813,26648.114,5164.886,31109.586
2229,14503.003,31992,26832.262,5159.738,31345.296
2230,14509.510,32211,27061.553,5149.447,31638.788
2231,14516.016,32483,27345.871,5137.129,32002.714
2232,14522.523,32821,27696.216,5124.784,32451.156
2233,14529.029,33245,28127.692,5117.308,33003.446
2234,14535.536,33773,28648.698,5124.302,33670.333
2235,14542.042,34407,29268.617,5138.383,34463.830
2236,14548.549,35234,30009.681,5224.319,35412.392
2237,14555.055,36231,30868.141,5362.859,36511.221
2238,14561.562,37413,31843.801,5569.199,37760.065
2239,14568.068,38784,32929.951,5854.049,39150.337
2240,14574.575,40339,34113.133,6225.867,40664.811
2241,14581.081,42046,35371.108,6674.892,42275.018
2242,14587.588,43858,36675.200,7182.800,43944.256
2243,14594.094,45978,38018.697,7959.303,45663.932
2244,14600.601,47806,39302.580,8503.420,47307.302
2245,14607.107,49514,40513.533,9000.467,48857.322
2246,14613.614,51032,41619.298,9412.702,50272.701
2247,14620.120,52306,42594.068,9711.932,51520.407
2248,14626.627,53305,43420.705,9884.295,52578.502
2249,14633.133,54030,44092.590,9937.410,53438.515
2250,14639.640,54512,44613.284,9898.716,54105.004
2251,14646.146,54916,45004.058,9911.942,54605.194
2252,14652.653,55052,45254.942,9797.058,54926.326
2253,14659.159,55090,45396.353,9693.647,55107.332
2254,14665.666,55045,45443.425,9601.575,55167.584
2255,14672.172,54926,45410.171,9515.829,55125.019
2256,14678.679,54732,45308.871,9423.129,54995.355
2257,14685.185,54468,45157.376,9310.624,54801.441
2258,14691.692,54276,44976.661,9299.339,54570.125
2259,14698.198,53927,44746.130,9180.870,54275.046
2260,14704.705,53552,44489.446,9062.554,53946.490
2261,14711.211,53162,44214.371,8947.629,53594.395
2262,14717.718,52757,43926.748,8830.252,53226.237
2263,14724.224,52344,43643.825,8700.175,52864.096
2264,14730.731,52201,43391.327,8809.673,52540.899
2265,14737.237,51802,43110.376,8691.624,52181.281
2266,14743.744,51407,42829.488,8577.512,51821.745
2267,14750.250,51017,42555.338,8461.662,51470.832
2268,14756.757,50635,42292.213,8342.787,51134.033
2269,14763.263,50260,42059.632,8200.368,50836.329
2270,14769.770,50419,41904.216,8514.784,50637.397
2271,14776.276,50101,41707.932,8393.068,50386.153
2272,14782.783,49791,41519.808,8271.192,50145.355
2273,14789.289,49492,41351.041,8140.959,49929.333
2274,14795.796,49207,41223.093,7983.907,49765.559
2275,14802.302,48942,41132.349,7809.651,49649.407
2276,14808.809,49445,41162.495,8282.505,49687.994
2277,14815.315,49284,41147.182,8136.818,49668.393
2278,14821.822,49172,41156.783,8015.217,49680.682
2279,14828.328,49116,41219.455,7896.545,49760.902
2280,14834.835,49124,41333.905,7790.095,49907.398
2281,14841.341,49912,41577.793,8334.207,50219.575
2282,14847.848,50050,41781.522,8268.478,50480.348
2283,14854.354,50253,42020.100,8232.900,50785.729
2284,14860.861,50521,42288.991,8232.009,51129.908
2285,14867.367,50846,42596.438,8249.562,51523.441
2286,14873.874,51712,42988.901,8723.099,52025.793
2287,14880.380,52092,43338.427,8753.573,52473.187
2288,14886.887,52502,43693.077,8808.923,52927.139
2289,14893.393,52930,44039.811,8890.189,53370.959
2290,14899.900,53356,44380.598,8975.402,53807.165
2291,14906.406,54063,44736.276,9326.724,54262.433
2292,14912.913,54426,45022.572,9403.428,54628.893
2293,14919.419,54737,45259.282,9477.718,54931.882
2294,14925.926,54978,45427.776,9550.224,55147.553
2295,14932.432,55137,45521.340,9615.660,55267.315
2296,14938.939,55454,45549.206,9904.794,55302.983
2297,14945.445,55413,45433.598,9979.402,55155.006
2298,14951.952,55252,45178.749,10073.251,54828.799
2299,14958.458,54934,44764.300,10169.700,54298.304
2300,14964.965,54406,44178.807,10227.193,53548.873
2301,14971.471,53726,43419.319,10306.681,52576.728
2302,14977.978,52530,42431.763,10098.237,51312.656
2303,14984.484,50973,41246.365,9726.635,49795.347
2304,14990.991,49101,39880.348,9220.652,48046.846
2305,14997.497,46761,38348.184,8412.816,46085.676
2306,15004.004,44458,36734.187,7723.813,44019.760
2307,15010.511,42136,35074.581,7061.419,41895.464
2308,15017.017,39884,33414.004,6469.996,39769.925
2309,15023.524,37311,31744.406,5566.594,37632.839
2310,15030.030,35344,30207.457,5136.543,35665.545
2311,15036.537,33581,28790.250,4790.750,33851.520
2312,15043.043,32034,27511.595,4522.405,32214.842
2313,15049.550,30395,26355.730,4039.270,30735.335
2314,15056.056,29342,25403.656,3938.344,29516.679
2315,15062.563,28520,24620.082,3899.918,28513.705
2316,15069.069,27917,23998.597,3918.403,27718.204
2317,15075.576,27339,23520.179,3818.821,27105.829
2318,15082.082,27103,23205.830,3897.170,26703.462
2319,15088.589,26989,23028.327,3960.673,26476.259
2320,15095.095,26975,22981.651,3993.349,26416.513
2321,15101.602,26939,23058.647,3880.353,26515.069
2322,15108.108,27125,23286.054,3838.946,26806.149
2323,15114.615,27454,23662.730,3791.270,27288.294
2324,15121.121,27973,24201.887,3771.113,27978.415
2325,15127.628,28640,24915.268,3724.732,28891.543
2326,15134.134,29668,25826.720,3841.280,30058.202
2327,15140.641,30985,26930.379,4054.621,31470.885
2328,15147.147,32593,28221.591,4371.409,33123.636
2329,15153.654,34518,29701.511,4816.489,35017.934
2330,15160.160,36677,31330.882,5346.118,37103.530
2331,15166.667,39036,33077.706,5958.294,39339.463
2332,15173.173,41776,34934.438,6841.562,41716.081
2333,15179.680,44368,36792.826,7575.174,44094.817
2334,15186.186,46928,38621.454,8306.546,46435.462
2335,15192.693,49356,40370.451,8985.549,48674.177
2336,15199.199,51970,42041.951,9928.049,50813.697
2337,15205.706,53831,43488.433,10342.567,52665.194
2338,15212.212,55296,44726.415,10569.585,54249.811
2339,15218.719,56791,45792.463,10998.537,55614.353
2340,15225.225,57468,46578.108,10889.892,56619.979
2341,15231.732,57863,47153.468,10709.532,57356.439
2342,15238.238,58047,47538.388,10508.612,57849.137
2343,15244.745,58368,47790.999,10577.001,58172.478
2344,15251.251,58247,47855.324,10391.676,58254.815
2345,15257.758,58026,47781.440,10244.560,58160.243
2346,15264.264,57831,47614.930,10216.070,57947.110
2347,15270.771,57402,47337.564,10064.436,57592.082
2348,15277.277,56921,46971.798,9949.202,57123.902
2349,15283.784,56170,46532.133,9637.867,56561.130
2350,15290.290,55585,46086.614,9498.386,55990.866
2351,15296.797,55035,45631.620,9403.380,55408.473
2352,15303.303,53785,45087.994,8697.006,54712.633
2353,15309.810,53318,44666.284,8651.716,54172.843
2354,15316.316,52978,44306.403,8671.597,53712.196
2355,15322.823,51594,43880.717,7713.283,53167.317
2356,15329.329,51582,43698.654,7883.346,52934.277
2357,15335.836,51748,43626.219,8121.781,52841.560
2358,15342.342,52073,43658.773,8414.227,52883.230
2359,15348.849,51419,43665.992,7753.008,52892.470
2360,15355.355,52124,43920.448,8203.552,53218.174
2361,15361.862,52908,44257.585,8650.415,53649.709
2362,15368.368,52932,44565.383,8366.617,54043.691
2363,15374.875,53945,45046.552,8898.448,54659.587
2364,15381.381,54345,45483.938,8861.062,55219.440
2365,15387.888,55386,45998.689,9387.311,55878.322
2366,15394.394,56273,46477.390,9795.610,56491.060
2367,15400.901,56805,46890.796,9914.204,57020.219
2368,15407.407,57438,47243.005,10194.995,57471.046
2369,15413.914,57864,47470.902,10393.098,57762.755
2370,15420.420,58087,47570.289,10516.711,57889.970
2371,15426.927,58192,47511.948,10680.052,57815.294
2372,15433.433,58129,47270.167,10858.833,57505.814
2373,15439.940,57810,46814.712,10995.288,56922.831
2374,15446.446,57244,46122.928,11121.072,56037.348
2375,15452.953,56313,45187.943,11125.057,54840.568
2376,15459.459,54619,43963.202,10655.798,53272.898
2377,15465.966,52752,42522.430,10229.570,51428.710
2378,15472.472,50541,40879.268,9661.732,49325.463
2379,15478.979,47481,39011.599,8469.401,46934.847
2380,15485.485,44870,37105.980,7764.020,44495.654
2381,15491.992,41652,35100.136,6551.864,41928.174
2382,15498.498,39151,33189.341,5961.659,39482.356
2383,15505.005,36812,31354.068,5457.932,37133.207
2384,15511.512,34232,29589.336,4642.664,34874.350
2385,15518.018,32370,28030.778,4339.222,32879.396
2386,15524.525,30741,26643.003,4097.997,31103.043
2387,15531.031,29146,25427.645,3718.355,29547.385
2388,15537.538,28062,24430.378,3631.622,28270.884
2389,15544.044,27169,23625.103,3543.897,27240.132
2390,15550.551,26584,23011.973,3572.027,26455.325
2391,15557.057,26175,22563.483,3611.517,25881.258
2392,15563.564,25999,22293.647,3705.353,25535.868
2393,15570.070,25858,22155.350,3702.650,25358.848
2394,15576.577,25960,22166.238,3793.762,25372.784
2395,15583.083,26011,22309.724,3701.276,25556.446
2396,15589.590,26163,22589.795,3573.205,25914.937
2397,15596.096,26742,23067.508,3674.492,26526.410
2398,15602.603,27220,23673.871,3546.129,27302.555
2399,15609.109,28368,24518.655,3849.345,28383.879
2400,15615.616,29298,25486.235,3811.765,29622.380
2401,15622.122,30444,26628.935,3815.065,31085.037
2402,15628.629,32542,28037.895,4504.105,32888.506
2403,15635.135,34193,29528.764,4664.236,34796.818
2404,15641.642,36935,31256.261,5678.739,37008.014
2405,15648.148,39023,32978.513,6044.487,39212.497
2406,15654.655,42203,34857.776,7345.224,41617.954
2407,15661.161,44459,36612.902,7846.098,43864.515
2408,15667.668,46663,38313.407,8349.593,46041.161
2409,15674.174,49493,40000.256,9492.744,48200.327
2410,15680.681,51219,41431.270,9787.730,50032.025
2411,15687.187,53096,42730.362,10365.638,51694.863
2412,15693.694,54115,43755.870,10359.130,53007.514
2413,15700.200,55017,44599.308,10417.692,54087.115
2414,15706.707,55487,45215.389,10271.611,54875.698
2415,15713.213,55810,45659.294,10150.706,55443.896
2416,15719.720,55976,45943.350,10032.650,55807.488
2417,15726.226,56068,46065.267,10002.733,55963.542
2418,15732.733,55992,46042.895,9949.105,55934.905
2419,15739.239,55908,45879.224,10028.776,55725.406
2420,15745.746,55584,45564.833,10019.167,55322.986
2421,15752.252,55263,45119.339,10143.661,54752.754
2422,15758.759,54555,44486.249,10068.751,53942.399
2423,15765.265,53843,43711.419,10131.581,52950.617
2424,15771.772,52547,42718.576,9828.424,51679.777
2425,15778.278,51289,41589.884,9699.116,50235.051
2426,15784.785,49310,40244.923,9065.077,48513.501
2427,15791.291,47512,38810.482,8701.518,46677.416
2428,15797.798,45530,37262.269,8267.731,44695.705
2429,15804.304,42881,35577.941,7303.059,42539.765
2430,15810.811,40732,33921.873,6810.127,40419.998
2431,15817.317,38101,32223.007,5877.993,38245.450
2432,15823.824,36133,30647.475,5485.525,36228.768
2433,15830.330,33882,29118.383,4763.617,34271.530
2434,15836.837,32323,27776.931,4546.069,32554.471
2435,15843.343,30616,26540.747,4075.253,30972.156
2436,15849.850,29521,25507.150,4013.850,29649.152
2437,15856.356,28373,24616.971,3756.029,28509.723
2438,15862.863,27712,23923.009,3788.991,27621.452
2439,15869.369,27098,23381.305,3716.695,26928.071
2440,15875.876,26805,23011.974,3793.026,26455.327
2441,15882.382,26608,22788.778,3819.222,26169.636
2442,15888.889,26550,22711.583,3838.417,26070.827
2443,15895.395,26610,22776.344,3833.656,26153.721
2444,15901.902,26724,22982.750,3741.250,26417.920
2445,15908.408,27073,23350.777,3722.223,26888.995
2446,15914.915,27477,23875.734,3601.266,27560.940
2447,15921.421,28337,24613.176,3723.824,28504.866
2448,15927.928,29196,25499.134,3696.866,29638.891
2449,15934.434,30738,26619.594,4118.406,31073.080
2450,15940.941,32118,27858.373,4259.627,32658.718
2451,15947.447,34332,29314.709,5017.291,34522.827
2452,15953.954,36149,30818.498,5330.502,36447.678
2453,15960.460,38811,32475.337,6335.663,38568.432
2454,15966.967,41559,34154.764,7404.236,40718.098
2455,15973.473,43558,35712.553,7845.447,42712.068
2456,15979.980,46067,37255.080,8811.920,44686.502
2457,15986.486,47719,38588.182,9130.818,46392.873
2458,15992.993,49466,39798.806,9667.194,47942.472
2459,15999.500,50460,40767.332,9692.668,49182.186
2460,16006.006,51280,41563.774,9716.226,50201.631
2461,16012.513,51705,42159.275,9545.725,50963.872
2462,16019.019,51981,42594.561,9386.439,51521.038
2463,16025.526,52150,42907.075,9242.925,51921.055
2464,16032.032,52224,43102.474,9121.526,52171.166
2465,16038.539,52212,43213.377,8998.623,52313.122
2466,16045.045,52212,43256.563,8955.437,52368.401
2467,16051.552,52090,43235.939,8854.061,52342.001
2468,16058.058,52039,43182.712,8856.288,52273.871
2469,16064.565,51897,43074.814,8822.186,52135.761
2470,16071.071,51840,42935.113,8904.887,51956.945
2471,16077.578,51673,42715.717,8957.283,51676.118
2472,16084.084,51575,42415.378,9159.622,51291.684
2473,16090.591,51282,42006.104,9275.896,50767.813
2474,16097.097,50818,41453.744,9364.256,50060.792
2475,16103.604,50435,40792.678,9642.322,49214.628
2476,16110.110,49374,39907.846,9466.154,48082.043
2477,16116.617,48491,38892.107,9598.893,46781.897
2478,16123.123,46487,37618.735,8868.265,45151.981
2479,16129.630,43986,36177.397,7808.603,43307.068
2480,16136.136,42308,34760.843,7547.157,41493.879
2481,16142.643,39512,33187.039,6324.961,39479.410
2482,16149.149,37826,31745.452,6080.548,37634.179
2483,16155.656,35354,30258.863,5095.137,35731.344
2484,16162.162,33240,28902.178,4337.822,33994.787
2485,16168.669,32113,27772.103,4340.897,32548.291
2486,16175.175,30693,26756.347,3936.653,31248.124
2487,16181.682,30016,25986.574,4029.426,30262.815
2488,16188.188,29290,25354.707,3935.293,29454.025
2489,16194.695,28896,24929.720,3966.280,28910.042
2490,16201.201,28746,24683.145,4062.855,28594.426
2491,16207.708,28696,24599.264,4096.736,28487.058
2492,16214.214,28817,24694.005,4122.995,28608.327
2493,16220.721,28950,24942.133,4007.867,28925.931
2494,16227.227,29434,25375.440,4058.560,29480.563
2495,16233.734,29824,25964.096,3859.904,30234.042
2496,16240.240,30825,26801.099,4023.901,31305.406
2497,16246.747,32209,27831.383,4377.617,32624.170
2498,16253.253,33192,28982.175,4209.825,34097.184
2499,16259.760,35261,30408.395,4852.605,35922.745
2500,16266.266,37746,31990.926,5755.074,37948.386
2501,16272.773,39350,33562.031,5787.969,39959.399
2502,16279.279,42332,35332.327,6999.673,42225.379
2503,16285.786,45413,37110.495,8302.505,44501.434
2504,16292.292,47141,38671.937,8469.063,46500.079
2505,16298.799,49909,40234.848,9674.152,48500.606
2506,16305.305,52130,41589.905,10540.095,50235.078
2507,16311.812,53101,42587.175,10513.825,51511.584
2508,16318.318,54201,43350.319,10850.681,52488.409
2509,16324.825,54685,43816.717,10868.283,53085.398
2510,16331.331,54765,43961.093,10803.907,53270.199
2511,16337.838,54560,43797.466,10762.534,53060.756
2512,16344.344,53893,43337.304,10555.696,52471.750
2513,16350.851,53221,42635.832,10585.168,51573.866
2514,16357.357,51623,41603.025,10019.975,50251.872
2515,16363.864,49522,40338.671,9183.329,48633.499
2516,16370.370,48009,39003.346,9005.654,46924.283
2517,16376.877,45406,37445.412,7960.588,44930.127
2518,16383.383,42754,35830.431,6923.569,42862.951
2519,16389.890,40226,34232.646,5993.354,40817.787
2520,16396.396,38651,32792.140,5858.860,38973.939
2521,16402.903,36569,31362.971,5206.029,37144.603
2522,16409.409,34853,30077.992,4775.008,35499.830
2523,16415.916,33849,28998.101,4850.899,34117.569
2524,16422.422,32680,28011.793,4668.207,32855.095
2525,16428.929,31764,27183.428,4580.572,31794.788
2526,16435.435,31030,26501.832,4528.168,30922.345
2527,16441.942,30623,25971.522,4651.478,30243.549
2528,16448.448,30109,25518.652,4590.348,29663.875
2529,16454.955,29707,25173.055,4533.945,29221.511
2530,16461.461,29529,24938.493,4590.507,28921.272
2531,16467.968,29323,24766.621,4556.379,28701.275
2532,16474.474,29229,24682.816,4546.184,28594.005
2533,16480.981,29232,24685.641,4546.359,28597.620
2534,16487.487,29263,24771.557,4491.443,28707.593
2535,16493.994,29398,24954.423,4443.577,28941.661
2536,16500.501,29648,25229.446,4418.554,29293.691
2537,16507.007,30068,25628.604,4439.396,29804.613
2538,16513.514,30348,26128.531,4219.469,30444.520
2539,16520.020,31102,26812.853,4289.147,31320.452
2540,16526.527,32120,27639.406,4480.594,32378.440
2541,16533.033,33424,28622.889,4801.111,33637.298
2542,16539.540,35043,29748.796,5294.204,35078.459
2543,16546.046,35939,30882.729,5056.271,36529.893
2544,16552.553,38051,32224.079,5826.921,38246.822
2545,16559.059,40414,33631.930,6782.070,40048.871
2546,16565.566,42853,35044.737,7808.263,41857.263
2547,16572.072,44092,36275.359,7816.641,43432.460
2548,16578.579,46232,37531.248,8700.752,45039.998
2549,16585.085,47900,38629.647,9270.353,46445.949
2550,16591.592,49028,39534.820,9493.180,47604.570
2551,16598.098,49690,40264.625,9425.375,48538.720
2552,16604.605,50025,40817.009,9207.991,49245.772
2553,16611.111,50274,41231.023,9042.977,49775.709
2554,16617.618,50404,41519.228,8884.772,50144.612
2555,16624.124,50462,41722.686,8739.314,50405.038
2556,16630.631,50474,41837.479,8636.521,50551.973
2557,16637.137,50453,41890.468,8562.532,50619.800
2558,16643.644,50564,41902.676,8661.324,50635.425
2559,16650.150,50524,41838.076,8685.924,50552.737
2560,16656.657,50465,41697.344,8767.656,50372.601
2561,16663.163,50369,41457.029,8911.971,50064.996
2562,16669.670,50201,41091.879,9109.121,49597.605
2563,16676.176,49882,40573.335,9308.665,48933.868
2564,16682.683,49795,39923.476,9871.524,48102.050
2565,16689.189,48999,39036.310,9962.690,46966.477
2566,16695.696,47631,37897.574,9733.426,45508.894
2567,16702.202,45604,36513.842,9090.158,43737.718
2568,16708.709,43009,34928.205,8080.795,41708.102
2569,16715.215,40095,33218.339,6876.661,39519.474
2570,16721.722,37165,31477.383,5687.617,37291.050
2571,16728.228,34475,29793.890,4681.110,35136.179
2572,16734.735,33069,28318.979,4750.021,33248.293
2573,16741.241,30938,26861.495,4076.505,31382.714
2574,16747.748,29272,25582.277,3689.723,29745.314
2575,16754.254,28019,24503.075,3515.925,28363.936
2576,16760.761,27109,23623.546,3485.454,27238.139
2577,16767.267,26468,22939.118,3528.882,26362.071
2578,16773.774,26035,22432.963,3602.037,25714.192
2579,16780.280,25766,22084.913,3681.087,25268.689
2580,16786.787,25630,21860.118,3769.882,24980.951
2581,16793.293,25612,21764.594,3847.406,24858.681
2582,16799.800,25707,21783.497,3923.503,24882.877
2583,16806.306,25637,21878.277,3758.723,25004.194
2584,16812.813,25907,22104.773,3802.227,25294.110
2585,16819.319,26285,22438.870,3846.130,25721.753
2586,16825.826,26788,22884.836,3903.164,26292.590
2587,16832.332,27430,23448.102,3981.898,27013.571
2588,16838.839,28215,24132.633,4082.367,27889.770
2589,16845.345,29142,24940.119,4201.881,28923.352
2590,16851.852,30216,25870.697,4345.303,30114.492
2591,16858.358,31462,26928.944,4533.056,31469.048
2592,16864.865,32916,28108.322,4807.678,32978.652
2593,16871.371,34601,29401.964,5199.036,34634.514
2594,16877.878,36495,30754.139,5740.861,36365.298
2595,16884.384,38528,32168.267,6359.733,38175.382
2596,16890.891,40601,33608.986,6992.014,40019.502
2597,16897.397,42621,35040.470,7580.530,41851.801
2598,16903.904,44527,36429.939,8097.061,43630.322
2599,16910.410,46302,37749.079,8552.921,45318.821
2600,16916.917,47972,38974.409,8997.591,46887.244
2601,16923.423,47713,39896.719,7816.281,48067.800
2602,16929.930,49305,40946.644,8358.356,49411.705
2603,16936.436,50826,41894.711,8931.289,50625.230
2604,16942.943,52242,42695.172,9546.828,51649.820
2605,16949.449,53438,43292.507,10145.493,52414.409
2606,16955.956,54280,43634.988,10645.012,52852.785
2607,16962.462,54714,43690.848,11023.152,52924.286
2608,16968.969,54737,43445.535,11291.465,52610.285
2609,16975.475,54279,42918.287,11360.713,51935.407
2610,16981.982,53160,42058.150,11101.850,50834.432
2611,16988.488,51237,40878.193,10358.807,49324.087
2612,16994.995,48610,39430.868,9179.132,47471.512
2613,17001.502,45613,37820.254,7792.746,45409.926
2614,17008.008,42663,36169.735,6493.265,43297.261
2615,17014.515,40086,34588.330,5497.670,41273.063
2616,17021.021,38038,33151.357,4886.643,39433.737
2617,17027.528,36526,31899.796,4626.204,37831.739
2618,17034.034,35629,30866.063,4762.937,36508.560
2619,17040.541,34776,29998.140,4777.860,35397.620
2620,17047.047,34192,29325.744,4866.256,34536.952
2621,17053.554,33792,28815.937,4976.063,33884.400
2622,17060.060,33523,28462.931,5060.069,33432.552
2623,17066.567,33366,28248.448,5117.552,33158.013
2624,17073.073,33315,28156.717,5158.283,33040.597
2625,17079.580,33385,28177.239,5207.761,33066.866
2626,17086.086,33590,28299.319,5290.681,33223.128
2627,17092.593,33955,28522.980,5432.020,33509.415
2628,17099.099,33522,28742.445,4779.555,33790.330
2629,17105.606,34051,29121.424,4929.576,34275.423
2630,17112.112,34782,29612.055,5169.945,34903.431
2631,17118.619,35719,30204.842,5514.158,35662.198
2632,17125.125,36832,30882.461,5949.539,36529.550
2633,17131.632,38058,31619.873,6438.127,37473.438
2634,17138.138,39333,32389.216,6943.784,38458.196
2635,17144.645,40600,33121.623,7478.377,39395.678
2636,17151.151,39736,33631.786,6104.214,40048.687
2637,17157.658,40929,34393.645,6535.355,41023.865
2638,17164.164,42128,35183.083,6944.917,42034.346
2639,17170.671,43341,35983.031,7357.969,43058.280
2640,17177.177,44563,36775.597,7787.403,44072.764
2641,17183.684,45776,37517.950,8258.050,45022.976
2642,17190.190,45027,38020.513,7006.487,45666.257
2643,17196.697,46278,38748.549,7529.451,46598.142
2644,17203.203,47488,39513.031,7974.969,47576.679
2645,17209.710,48633,40250.699,8382.301,48520.895
2646,17216.216,49692,40935.020,8756.980,49396.825
2647,17222.723,50648,41559.214,9088.786,50195.794
2648,17229.229,50348,41995.579,8352.421,50754.342
2649,17235.736,51297,42536.311,8760.689,51446.477
2650,17242.242,52104,43059.916,9044.084,52116.692
2651,17248.749,52757,43512.203,9244.797,52695.620
2652,17255.255,53258,43892.389,9365.611,53182.258
2653,17261.762,53231,44162.976,9068.024,53528.609
2654,17268.268,53632,44440.475,9191.525,53883.808
2655,17274.775,53917,44668.011,9248.989,54175.054
2656,17281.281,54126,44873.566,9252.434,54438.165
2657,17287.788,54294,45037.417,9256.583,54647.894
2658,17294.294,54327,45154.574,9172.426,54797.855
2659,17300.801,54502,45256.811,9245.189,54928.718
2660,17307.307,54641,45325.986,9315.014,55017.262
2661,17313.814,54742,45362.200,9379.800,55063.616
2662,17320.320,54705,45334.810,9370.190,55028.557
2663,17326.827,54760,45255.395,9504.605,54926.906
2664,17333.333,54764,45094.000,9670.000,54720.320
2665,17339.840,54684,44826.672,9857.328,54378.141
2666,17346.346,54329,44415.774,9913.226,53852.191
2667,17352.853,53950,43867.285,10082.715,53150.125
2668,17359.359,53305,43146.225,10158.775,52227.168
2669,17365.866,52307,42236.953,10070.047,51063.300
2670,17372.372,50768,41119.217,9648.783,49632.597
2671,17378.879,48993,39846.014,9146.986,48002.898
2672,17385.385,46908,38435.395,8472.605,46197.305
2673,17391.892,44661,36937.074,7723.926,44279.454
2674,17398.398,42192,35382.221,6809.779,42289.243
2675,17404.905,40043,33874.414,6168.586,40359.250
2676,17411.411,38116,32440.085,5675.915,38523.309
2677,17417.918,36163,31078.728,5084.272,36780.772
2678,17424.424,34750,29887.553,4862.447,35256.067
2679,17430.931,33585,28848.680,4736.320,33926.311
2680,17437.437,32642,27967.000,4675.000,32797.760
2681,17443.944,31671,27209.698,4461.302,31828.414
2682,17450.450,31121,26638.966,4482.034,31097.876
2683,17456.957,30743,26222.822,4520.178,30565.212
2684,17463.463,30271,25913.256,4357.744,30168.967
2685,17469.970,30186,25787.117,4398.883,30007.509
2686,17476.476,30248,25821.506,4426.494,30051.528
2687,17482.983,30461,25989.007,4471.993,30265.929
2688,17489.489,30400,26283.029,4116.971,30642.277
2689,17495.996,30938,26822.758,4115.242,31333.130
2690,17502.503,31830,27546.116,4283.884,32259.028
2691,17509.009,32221,28392.624,3828.376,33342.558
2692,17515.516,33882,29558.651,4323.349,34835.074
2693,17522.022,36184,30929.203,5254.797,36589.380
2694,17528.529,37246,32273.691,4972.309,38310.325
2695,17535.035,40327,33922.196,6404.804,40420.411
2696,17541.542,43632,35624.335,8007.665,42599.149
2697,17548.048,45011,37065.445,7945.555,44443.769
2698,17554.555,47957,38599.671,9357.329,46407.579
2699,17561.061,50147,39918.170,10228.830,48095.257
2700,17567.568,50999,40890.661,10108.339,49340.047
2701,17574.074,52010,41683.956,10326.044,50355.463
2702,17580.581,52453,42224.538,10228.462,51047.409
2703,17587.087,52581,42511.005,10069.995,51414.086
2704,17593.594,52244,42562.074,9681.926,51479.454
2705,17600.100,52233,42506.770,9726.230,51408.666
2706,17606.607,51361,42218.953,9142.047,51040.260
2707,17613.113,50242,41801.173,8440.827,50505.502
2708,17619.620,50056,41438.280,8617.720,50040.998
2709,17626.126,48935,40949.162,7985.838,49414.927
2710,17632.633,47935,40473.944,7461.056,48806.649
2711,17639.139,47928,40146.632,7781.368,48387.689
